,col1,col2,hue
0,0.18978045067654742,"c2,c5",Intracluster$_L$
1,0.2032437419619472,"c2,c5",Intracluster$_L$
2,0.25475263423291616,"c2,c5",Intracluster$_L$
3,0.23542827835659264,"c2,c5",Intracluster$_L$
4,0.20807987311900566,"c2,c5",Intracluster$_L$
5,0.1599969606840781,"c2,c5",Intracluster$_L$
6,0.16308094094707642,"c2,c5",Intracluster$_L$
7,0.21853629563176646,"c2,c5",Intracluster$_L$
8,0.1900367718821446,"c2,c5",Intracluster$_L$
9,0.1895195894217114,"c2,c5",Intracluster$_L$
10,0.2221557284654618,"c2,c5",Intracluster$_L$
11,0.064961680388312,"c2,c5",Intracluster$_L$
12,0.1605802568518462,"c2,c5",Intracluster$_L$
13,0.15554869791829934,"c2,c5",Intracluster$_L$
14,0.1890919913962343,"c2,c5",Intracluster$_L$
15,0.1434810706065968,"c2,c5",Intracluster$_L$
16,0.17136855674860246,"c2,c5",Intracluster$_L$
17,0.1987425020979201,"c2,c5",Intracluster$_L$
18,0.18729721894151766,"c2,c5",Intracluster$_L$
19,0.2516886812395481,"c2,c5",Intracluster$_L$
20,0.14260048227750138,"c2,c5",Intracluster$_L$
21,0.15309216795039352,"c2,c5",Intracluster$_L$
22,0.2053662479198562,"c2,c5",Intracluster$_L$
23,0.2627890757900735,"c2,c5",Intracluster$_L$
24,0.13869197649528645,"c2,c5",Intracluster$_L$
25,0.22174663602521694,"c2,c5",Intracluster$_L$
26,0.1398079881963957,"c2,c5",Intracluster$_L$
27,0.15887681823204386,"c2,c5",Intracluster$_L$
28,0.2115619548947086,"c2,c5",Intracluster$_L$
29,0.2789504831697904,"c2,c5",Intracluster$_L$
30,0.3047871595688461,"c2,c5",Intracluster$_L$
31,0.159153798859243,"c2,c5",Intracluster$_L$
32,0.16569573117061645,"c2,c5",Intracluster$_L$
33,0.2532306021613438,"c2,c5",Intracluster$_L$
34,0.1949874005142991,"c2,c5",Intracluster$_L$
35,0.19904287879294152,"c2,c5",Intracluster$_L$
36,0.19462065987852145,"c2,c5",Intracluster$_L$
37,0.2133567262412432,"c2,c5",Intracluster$_L$
38,0.12317510933806852,"c2,c5",Intracluster$_L$
39,0.2286450986262826,"c2,c5",Intracluster$_L$
40,0.19190793414164706,"c2,c5",Intracluster$_L$
41,0.18910423217768657,"c2,c5",Intracluster$_L$
42,0.1455038476015986,"c2,c5",Intracluster$_L$
43,0.20838164501033557,"c2,c5",Intracluster$_L$
44,0.13887471324660064,"c2,c5",Intracluster$_L$
45,0.1273558503292846,"c2,c5",Intracluster$_L$
46,0.17127482340847386,"c2,c5",Intracluster$_L$
47,0.2284185791367912,"c2,c5",Intracluster$_L$
48,0.19723431365275132,"c2,c5",Intracluster$_L$
49,0.15001965919082275,"c2,c5",Intracluster$_L$
50,0.20373761870674043,"c2,c5",Intracluster$_L$
51,0.18365803271487077,"c2,c5",Intracluster$_L$
52,0.2280807412651992,"c2,c5",Intracluster$_L$
53,0.16785893159955131,"c2,c5",Intracluster$_L$
54,0.250588016315716,"c2,c5",Intracluster$_L$
55,0.19126704516054902,"c2,c5",Intracluster$_L$
56,0.19273855728962427,"c2,c5",Intracluster$_L$
57,0.16601545671037968,"c2,c5",Intracluster$_L$
58,0.18765550428171116,"c2,c5",Intracluster$_L$
59,0.1665010719254627,"c2,c5",Intracluster$_L$
60,0.23770795821267435,"c2,c5",Intracluster$_L$
61,0.14194304488152343,"c2,c5",Intracluster$_L$
62,0.1587213781308473,"c2,c5",Intracluster$_L$
63,0.1756294129098535,"c2,c5",Intracluster$_L$
64,0.2699466835650318,"c2,c5",Intracluster$_L$
65,0.27674700106497474,"c2,c5",Intracluster$_L$
66,0.2145129204017008,"c2,c5",Intracluster$_L$
67,0.13627733372502085,"c2,c5",Intracluster$_L$
68,0.25525852181650144,"c2,c5",Intracluster$_L$
69,0.20156597254553166,"c2,c5",Intracluster$_L$
70,0.27594119256920446,"c2,c5",Intracluster$_L$
71,0.1780119612045253,"c2,c5",Intracluster$_L$
72,0.14195650496239748,"c2,c5",Intracluster$_L$
73,0.20509811097525904,"c2,c5",Intracluster$_L$
74,0.204440568971389,"c2,c5",Intracluster$_L$
75,0.23447011964237321,"c2,c5",Intracluster$_L$
76,0.21568758562711626,"c2,c5",Intracluster$_L$
77,0.196134727334902,"c2,c5",Intracluster$_L$
78,0.23123774375621087,"c2,c5",Intracluster$_L$
79,0.2167709096867672,"c2,c5",Intracluster$_L$
80,0.18737830077932702,"c2,c5",Intracluster$_L$
81,0.1662832035697998,"c2,c5",Intracluster$_L$
82,0.2101218187636685,"c2,c5",Intracluster$_L$
83,0.18481752060351803,"c2,c5",Intracluster$_L$
84,0.14134381020597417,"c2,c5",Intracluster$_L$
85,0.24001934865357602,"c2,c5",Intracluster$_L$
86,0.25396177675819687,"c2,c5",Intracluster$_L$
87,0.17876074485011054,"c2,c5",Intracluster$_L$
88,0.22502496181729661,"c2,c5",Intracluster$_L$
89,0.2019668177869187,"c2,c5",Intracluster$_L$
90,0.09629836071987631,"c2,c5",Intracluster$_L$
91,0.16771213520460593,"c2,c5",Intracluster$_L$
92,0.28051959134817467,"c2,c5",Intracluster$_L$
93,0.23564897593316597,"c2,c5",Intracluster$_L$
94,0.13329896804064634,"c2,c5",Intracluster$_L$
95,0.19561451405181263,"c2,c5",Intracluster$_L$
96,0.11693720551682785,"c2,c5",Intracluster$_L$
97,0.1634900361015699,"c2,c5",Intracluster$_L$
98,0.2147574431049579,"c2,c5",Intracluster$_L$
99,0.17965677446346234,"c2,c5",Intracluster$_L$
100,0.26272886673393336,"c2,c5",Intracluster$_L$
101,0.16844548002744847,"c2,c5",Intracluster$_L$
102,0.13003496159878283,"c2,c5",Intracluster$_L$
103,0.1144149014901302,"c2,c5",Intracluster$_L$
104,0.26818698344373904,"c2,c5",Intracluster$_L$
105,0.27371993690974505,"c2,c5",Intracluster$_L$
