,HLAA0201,HLAA2403,HLAA3201,HLAB0702,HLAB3901,HLAB1517,HLAC0602,HLAC1402,HLAC1502
0,0.5154776218040992,0.938814269152265,0.9071316028561895,0.9204744490667851,0.7852636628250759,0.9834547047307354,0.9042993675579026,0.9287492879662226,0.9216424299301478
1,0.857386835023976,0.9518038528651479,0.895576192207634,0.9191645140909044,0.6481026200307348,0.5746215318684983,0.902194764991042,0.7433041788941426,0.8725654552693637
2,0.9318552267246779,0.9908571247386725,0.9590888969196347,0.8940898061953982,0.8160471008866459,0.9387712470904023,0.8339513124994383,0.7752450671169208,0.9291894883428589
3,0.978671268512752,0.9102626212682337,0.7284283094940678,0.9128937606991123,0.310961310382941,0.9459910522662424,0.9103327386646686,0.777762034769596,0.7708652534050858
4,0.9048235446041759,0.8195433122921334,0.8737896692632593,0.8907277443287245,0.9554120544734581,0.9683063915389177,0.8569529676991055,0.7371254317414235,0.9413979426851812
5,0.8120294814259388,0.9684836322272474,0.6913080328330435,0.8826585551597195,0.845701405713792,0.9274876281168245,0.8587091363703827,0.8652804883787075,0.9110411539565013
6,0.9833165902900847,0.8938251932019908,0.6637855622330698,0.9104436698559233,0.8321760525028323,0.20091741702711166,0.8305876732773445,0.9054148517511553,0.9369068658526156
7,0.918940320509227,0.9383145825944349,0.9149114301871047,0.9127737976979116,0.7170659631783243,0.9419654871897014,0.9465714270354275,0.7105969528097551,0.9303601907115804
8,0.956912695949186,0.9597381979309135,0.9408360739552993,0.8691013179080613,0.7018104490228992,0.8640208596850503,0.979869172303466,0.5946672071668005,0.8765765702091616
9,0.9902744658870495,0.9816560708729851,0.9152014268898621,0.9469176965047039,0.7379858745538065,0.9188784311232318,0.7348496857981945,0.4818302739755731,0.9278805468047878
10,0.7233724828631041,0.6348137745538878,0.9435091346006955,0.8021169947375271,0.6497152703070362,0.9738284450848852,0.23505244893608948,0.6709673490631265,0.7163660885771648
11,0.9555430182415028,0.9125090287822051,0.7235670547341173,0.9289230882680684,0.9242564263437266,0.8267877825280149,0.86456823041633,0.9584631116737211,0.8772065554434839
12,0.7944641955593001,0.6827693230927508,0.6792701259761008,0.7970789232035826,0.7893039363142801,0.5374029820922545,0.9206522416256016,0.7965082063402664,0.8475517557862345
13,0.9666879762768968,0.984356711393955,0.7930796555252367,0.8634600841897457,0.8427786119407478,0.47624990496121267,0.8427261573376812,0.9228222662624858,0.8498604578786791
14,0.9536596476434075,0.6277544889806516,0.8180855501030552,0.9373423301830838,0.755277834688554,0.2986437283605862,0.7316007287593237,0.7950768110954191,0.8269702549752311
15,0.4414623921840058,0.7879441402963477,0.9468560707645568,0.751408576232612,0.8958858174482192,0.6104739502013827,0.9576984252314715,0.9014553558698013,0.9045469450722131
16,0.9662980360394188,0.9425083393688661,0.9357620410056267,0.676482939969856,0.8814349257317965,0.9583134587867841,0.2233378998096336,0.8857668572859658,0.9257762812760824
17,0.5963313139246279,0.6524542427323686,0.875605456811108,0.8733638931074632,0.8837153414982001,0.5099597426836983,0.24375110328993127,0.9068708753365501,0.834432565912988
18,0.7317635075182146,0.5543608218069879,0.9656071071808966,0.6915425324486726,0.9038425526242038,0.3399868730624933,0.76060570113802,0.8521447581397104,0.8959980854752675
19,0.9228854539629668,0.9535247568150598,0.9589300705654599,0.8904417830441684,0.9513658579457731,0.6305274758008641,0.9348856643157712,0.7325150828206287,0.8604107501880109
20,0.9690247868735744,0.8028981952291515,0.9404357928219695,0.8660391932525745,0.9507022634147204,0.8753208981288402,0.8137390336813008,0.9661303453650587,0.37687513994828076
21,0.8047876057929279,0.6718655833904693,0.7964364796191774,0.9140466004793868,0.8246798239143278,0.8758739526700913,0.8227993041570154,0.9411940749121691,0.8547065382773837
22,0.6258806854811089,0.5998601950080558,0.5700527653293918,0.9595000207405783,0.6737571341428685,0.899450831829599,0.7607890394270946,0.9481910416736182,0.7403814934301568
23,0.9661101004480046,0.6435621479963742,0.8578051732115558,0.6984492654414327,0.8219497445412529,0.8307109916225178,0.9113087968740743,0.8886534505309381,0.9056794649377399
24,0.7905530704021733,0.9464596019866197,0.9857376905004187,0.49303006667848975,0.5622018551379911,0.9095680592399952,0.9394248876134161,0.735709978762029,0.8978873794092114
25,0.9675732572099354,0.9777528926099502,0.8210497791092494,0.7247579476419832,0.9009220889915269,0.9497898247193228,0.8905036126069907,0.6845815142449383,0.8546152589326008
26,0.8760183688910896,0.9166414517900225,0.7415752640808537,0.9302856261296537,0.5395218332884912,0.7145564360161162,0.8655814112493385,0.8270426186462553,0.948056474790829
27,0.9289644455624183,0.8221448620473082,0.7873943761172386,0.8289053421327328,0.8827407255984105,0.8097603979324014,0.7639937462574403,0.9267962046965177,0.5953067681789331
28,0.9197617155541854,0.8622570583480056,0.8591701807047974,0.902125977203059,0.7667073321900352,0.6212711054978981,0.7550368945417794,0.8456295150987035,0.8160504677209999
29,0.6082804436644342,0.8679234193040781,0.9443770074297412,0.8412833321403869,0.8622135773068481,0.8247813517601208,0.7934392198980678,0.5200303285087157,0.8501887123457263
30,0.8996877841562173,0.04749159657806598,0.8705002658166894,0.9877549496299031,0.9603091072829736,0.8439696122617384,0.706762291993858,0.9720459849920468,0.7591399658148743
31,0.8631345941235549,0.9599394537627933,0.5319325931381056,0.8947191349115005,0.7319959734100895,0.8660562437014151,0.6542230919349769,0.8855228265387074,0.9081069570532456
32,0.5344977640824299,0.4356867031769131,0.8895062588322477,0.9059482197900572,0.4563359552158955,0.6681632205689941,0.7444228787814972,0.9102043210219194,0.9297916185470182
33,0.34102412174221497,0.8243267333961103,0.9142364414690606,0.8422747367064197,0.7021559417571221,0.9724270497943175,0.5848012478574628,0.8653146582637007,0.8293917845885407
34,0.7514996762576979,0.9738366757295458,0.9745725261273027,0.8423487539231299,0.8322835802047697,0.8922912190258064,0.7890434307125331,0.702003932908439,0.6116631243653955
35,0.644078363023906,0.8997241576727052,0.7888235191282892,0.9615114330497312,0.808855442271055,0.9637655720856287,0.7120541045422539,0.6386528829654051,0.7954495241555386
36,0.7655444450658431,0.7594059680920648,0.9177354394332738,0.9120604549360463,0.9433648040959248,0.9594459138626612,0.8801613785581239,0.9458800411518189,0.9369034466999443
37,0.9533947066564986,0.9147689906630924,0.5279931113425729,0.8334706508638777,0.7351109780232561,0.9410662638191073,0.8100534199733906,0.8761039934908632,0.878886136704184
38,0.8382175543780996,0.9428036383540046,0.8829352393901958,0.8706033593253165,0.8519429326638338,0.8688872172792985,0.8796314950543676,0.8762858078842856,0.8583152609201071
39,0.5401018480808928,0.8912558634986475,0.7990260827815617,0.8226226173953168,0.5267079327669308,0.8535493916832094,0.8669448125991405,0.8938281189497995,0.9154871533856442
40,0.8503605350629369,0.9734339932155249,0.9774146145588761,0.8101313118020044,0.9571027521176657,0.9392040448794626,0.9429667771330658,0.9183105802650514,0.7739732301422977
41,0.9195917735488035,0.9411009063542964,0.9344104143013084,0.9107168584774773,0.7465519190589708,0.8776008882729809,0.7474108299086312,0.7969683389950816,0.9067265987304038
42,0.7603869102546462,0.7849907832784692,0.8816793499311777,0.8937505041764122,0.8373684334225628,0.9354550971851296,0.8523820547277737,0.9349002131566235,0.8668164946157485
43,0.8616575932807397,0.9412685364042549,0.9304469910447266,0.8779350330357184,0.6613639423490982,0.7520099794566254,0.7775677913415597,0.9355190905748806,0.8315461998880566
44,0.8817285045543901,0.9108816648508093,0.781224384194253,0.7553185634305822,0.9360360501955753,0.93828098264239,0.7435282066315995,0.9092637889281224,0.9541204201688319
45,0.7269686795606691,0.904357368777662,0.9395096491362407,0.9281183695601,0.8473050942194583,0.7673938400829873,0.8073901954645119,0.8895903766743141,0.8689960448587587
46,0.9061451970135341,0.9165771741316909,0.7682367729948354,0.9425542802599687,0.6716183629574619,0.8360783682473433,0.6796278993334118,0.7409117052453948,0.9018732962447064
47,0.8833257125205272,0.9073302456282525,0.9073340753270446,0.6999791696793582,0.41759357030472427,0.31249681710034066,0.8901814300490146,0.9386511967001188,0.9047994397830402
48,0.8820371824022435,0.996441639717195,0.9594867019701299,0.9520066430488927,0.9092195312462973,0.7279659481481161,0.7063307919430868,0.47629743597641494,0.8977378007378027
49,0.4626551603026822,0.8889774090016085,0.9091385164522788,0.8977234790884001,0.856666764952788,0.9143351971753197,0.903201695201779,0.9704971201593332,0.9472026156292043
50,0.874786564648235,0.9602930786550543,0.7630716387155555,0.8246737760204802,0.8508997753189427,0.9370562430553523,0.8070149079198626,0.9583703040329886,0.9311762314940034
51,0.8850140561932146,0.47011478007757673,0.7722862341501838,0.8244740116746803,0.8752671765069541,0.348147481839625,0.9471408767640168,0.9405281495979154,0.9327615095418098
52,0.8250932213998108,0.9607577118373406,0.8945769455380261,0.9019610450345426,0.8908992050034006,0.5762455831240348,0.8287952407544072,0.6047677670502489,0.877309163934983
53,0.9448666126701074,0.8930027650521944,0.8711484370724389,0.9570733875099905,0.9516134294511394,0.9271149961308268,0.405478096126733,0.94819427047348,0.819274410637792
54,0.9570884181343767,0.854604332636902,0.8689648360029465,0.8836103759516538,0.8901235464809063,0.9572918520381806,0.9294478226717469,0.7993396317573723,0.8039015265238717
55,0.8830392618694171,0.6774585979903116,0.895221200890906,0.9248632312703117,0.8802210001375897,0.7941577283696035,0.952912254295988,0.7295537459200596,0.8907655148899554
56,0.9756362894579913,0.9572203976341015,0.8614004618725202,0.8848486372369717,0.6566166752197737,0.6671782109226645,0.8685760933715089,0.97974819827885,0.8951230978063968
57,0.9844914380761108,0.8980210054833764,0.920216922325277,0.7033846643523214,0.6433484709506678,0.8670187423310233,0.9497801066558076,0.9585282533012239,0.9322070468727586
58,0.9884140539904662,0.7946683253643818,0.9059184020037802,0.8954455268265763,0.7678209322770179,0.9009985347514751,0.7329276693768962,0.6945377523683219,0.7261798550831372
59,0.847601023686981,0.8968851245490761,0.9519971310520978,0.9265938598347073,0.7558973956646945,0.9809752140165507,0.5682609675304713,0.8272780829894768,0.3935581105236866
60,0.966824787986464,0.9098516345815216,0.8692231543196163,0.873359695917404,0.7841457891964022,0.9345155249540992,0.7507439434635961,0.9061028607326885,0.9195926959482323
61,0.9353562319463824,0.49551638179961904,0.831215956946654,0.8066917464594984,0.931450558639841,0.958372604625797,0.8764173390954023,0.8905295514728075,0.9529964298406156
62,0.9444921540853237,0.3565901289829808,0.8254554287189347,0.8267215341387141,0.7840893678019942,0.9023865950609263,0.836645974821285,0.7596221558399158,0.9276720473182194
63,0.9368514714456542,0.9087678632474099,0.7989488662310809,0.8499342854551948,0.668901985414884,0.892579162687754,0.7250461727007712,0.9383363463541748,0.9191879247394842
64,0.9714430118377138,0.9583737663675166,0.8728757914566392,0.9068896084931465,0.7857039297044516,0.8514416776949476,0.8900067541859215,0.7999706156028679,0.865028710661381
65,0.0818524556650967,0.788047502587144,0.8945645730737013,0.9741618395987445,0.8572006695682343,0.9283247052250488,0.9324882722539403,0.6453085351484333,0.11354084387071404
66,0.744772758952908,0.4346052356065298,0.9302725324261776,0.8873072790143258,0.6842238146521715,0.8801838366373675,0.7944843111404155,0.5282319898826051,0.9022232726774854
67,0.9803179579383858,0.8969894507676375,0.964732489029949,0.9463593776058704,0.6286183683311929,0.8896849582099188,0.8325415613725003,0.9337780671000662,0.926150653893012
68,0.936375307598716,0.9754513956944298,0.8171249055090483,0.8375281405166104,0.4773520271173436,0.7246978136663353,0.8368246314032889,0.9212384828806468,0.8908789673918232
69,0.6226099235569198,0.8134369882789608,0.8068313673506855,0.9258494739333272,0.5996688956206927,0.9371236069575167,0.7921964818148154,0.9184644364840214,0.7371806736808351
70,0.9312298734357148,0.8777047144542885,0.9570124705598952,0.917058302339266,0.9586890338708576,0.8775872580833863,0.802591122144246,0.8960311632565647,0.7647294404663456
71,0.9736455872231954,0.9229202337129686,0.9177450659933257,0.968746657032826,0.932303741375576,0.8559060805320453,0.9377684522693023,0.9463944849863402,0.8352633464484102
72,0.8498159918740584,0.9086355420911516,0.9162094132393304,0.9155380580526095,0.9316153069280364,0.9394990986191419,0.5773577751020365,0.9196105643112717,0.8688185262002416
73,0.8293266518314967,0.8783270954207959,0.9199168776304153,0.8907593687443968,0.8831243340821905,0.7021184923436369,0.8961835976383736,0.8921881627367763,0.821164908770129
74,0.3914394274341633,0.7413932770766777,0.9216592274215086,0.9497021084309392,0.9198899440152517,0.6723299699816392,0.9584358786455474,0.8256176284448543,0.6157417702874748
75,0.8837369692258809,0.218878705748616,0.8225378491233531,0.9220334555800997,0.8107362197878506,0.44771373974309575,0.8448854951964732,0.5946874758041846,0.6038289738459109
76,0.9272084765277163,0.7218004704564926,0.8988364229515095,0.87803040252475,0.6555014912993168,0.8322132503146014,0.9010321957925796,0.8145156495022193,0.8555443771003765
77,0.834910123184969,0.8911118748879092,0.8030536444898941,0.9222285771506135,0.8402593768840062,0.7605083392722134,0.9201609355341185,0.6087079529938683,0.8655107893934936
78,0.8650755502110702,0.6063113653092257,0.752758703160144,0.907738806142383,0.8388540703015659,0.7969811961540232,0.8695876136537302,0.9448199098023539,0.9601550804098828
79,0.9758910566478916,0.9611665943005666,0.8137110018627615,0.8315880637413166,0.650820377092879,0.9748481211919997,0.8591632866211035,0.4863692622976116,0.9301855761823563
80,0.9493916280290822,0.9633530905152831,0.8706087601946706,0.7997192984482547,0.8579478936058178,0.8653823083534791,0.8547147340903857,0.9307530381650873,0.77994271372237
81,0.6570675058799208,0.7675320871761366,0.86074853218561,0.966232689596563,0.9195304987694957,0.586518113084822,0.8958999312910824,0.5891793973080606,0.8465438029513208
82,0.9679657148665438,0.7399595484516772,0.7413674311104017,0.9659335713233789,0.7412125937374879,0.9165793075764486,0.9383113010787507,0.7822758307061842,0.9734819482297844
83,0.7593450827840661,0.6290344606659342,0.7267464314380084,0.9570158496853025,0.8733082851938486,0.755036617909505,0.7079473784754098,0.7839895245242515,0.6983730229492856
84,0.9755298830250184,0.9705508047781086,0.7488896373931594,0.6893949747862684,0.9840298965929754,0.8267296881014805,0.7517676669434318,0.5071291728157296,0.9555665635658953
85,0.808380284145273,0.8943079060331295,0.9307038396974895,0.9437423989542103,0.8445494390425022,0.5717275918732233,0.7675695145246986,0.5720339316646419,0.8746918897230225
86,0.9309290242248597,0.8126758092201963,0.9617274787437761,0.7571127513980757,0.690903553700163,0.7619492344645791,0.7821103769597071,0.9128912940144086,0.7271603473307282
87,0.964906141349749,0.8462545535611101,0.8332448308590478,0.8881511397266716,0.11001329520724265,0.9657559068345293,0.9512545062240181,0.9695204611473907,0.902907799566558
88,0.8885100808667349,0.9708321150266349,0.8044902407281929,0.8611672368706114,0.8554620643313037,0.8872818358384346,0.8679080542483453,0.908211743590355,0.965356178785162
89,0.8987330118144792,0.9280077593402226,0.9109459451265549,0.9786445546158196,0.9074486004952125,0.948045742664219,0.744636070632522,0.9436054099647576,0.9627212839763073
90,0.8210817144488474,0.621532768835233,0.9319730398869287,0.9589827644116089,0.742365762475417,0.959334061859723,0.9616038181813027,0.6766434811392249,0.9166253486683114
91,0.9656539725901906,0.8668514552861282,0.7822560116282964,0.9615579773995406,0.7948594460140203,0.9667728951046454,0.901015240525773,0.7605609221936733,0.9389882173741395
92,0.9497501917525744,0.8852636707688704,0.89671016617505,0.9159014104187946,0.7140759183553468,0.8880715196475333,0.9451868871304746,0.8087773415040052,0.6855850524848353
93,0.9644456758479074,0.8133400019066632,0.7192919141418621,0.9347299650033264,0.6490164545494967,0.2679224605532242,0.713423233163211,0.6459445969710462,0.8522903613447792
94,0.9761428228581537,0.8935667057557998,0.6626700853306502,0.7795749688442977,0.9544323368946779,0.9582441935810389,0.725403506789961,0.7405404023170878,0.9336418754939043
95,0.9622388971373511,0.9528227107042139,0.9760550997424932,0.8625440284373656,0.7543177643245059,0.8581818591486231,0.8407959373430345,0.854984566083886,0.9330512993636798
96,0.9694108980351775,0.9674914730378719,0.9233255071267722,0.9144790778007267,0.74172412572187,0.9650976952076734,0.8684733821073539,0.847776853994799,0.7916669127886256
97,0.8920628489470278,0.6322126312554435,0.9523013711042827,0.9569378402856802,0.6378477028071263,0.9288475476664273,0.574390736476232,0.915052420404563,0.8110303163482298
98,0.9743492359191191,0.9816597347986838,0.7194316147282847,0.8480819547560285,0.7642922455225876,0.8296198737922272,0.8122886140551059,0.9251594303656769,0.905487569073681
99,0.901341575852503,0.6069112434971541,0.8976577849542606,0.9435214504373438,0.8899313991912603,0.8692427429678454,0.6650961362320124,0.9168711163236631,0.6852079792153923
100,0.9175622318708658,0.9795773489421535,0.9669154280201523,0.9614063166913401,0.8510071297850718,0.8365668294615376,0.8858665322970305,0.8343753690157996,0.9227585383888303
101,0.9743461104549281,0.9467486582670143,0.5567035858350937,0.9554023134288724,0.23504180484248993,0.8402392862130671,0.9428040023299583,0.8912614918916378,0.8183021717137248
102,0.7835901512507023,0.9867485469509362,0.7829295413707151,0.775657203746451,0.8969683173065063,-0.3513655557229917,0.8797188646319734,0.8480932729902594,0.9071709684709988
103,0.9551996838134018,0.7077538707440946,0.8047532531240406,0.6593202558004575,0.8532909623423638,0.963344853058383,0.8319504653433761,0.9553251438276349,0.6521399231692153
104,0.12945538293625988,0.8847083429939425,0.9356049587778338,0.8406834311657293,0.9452205446354792,0.5276857908593787,0.7170988562684822,0.6391028971892598,0.872088640907916
105,0.8409398975022438,0.9589348117076179,0.5595083844921898,0.9545459744444894,0.9417658091610457,0.8699698855603294,0.9385910648577417,0.9176547452316851,0.9082134631983907
106,0.8897563558370192,0.7392697326237264,0.9144708856773672,0.9552980591304865,0.9124646314448946,0.5794894285986228,0.7535975827590116,0.6940426575578781,0.8880868010751327
107,0.9350585265882864,0.9803374410387725,0.8700248320929823,0.9648942519993383,0.7460567244725644,0.236021242540657,0.8714085176510631,0.9524475534955473,0.8995418527431569
108,0.9645305815302591,0.8141813998817643,0.7637442207447009,0.8452683836376923,0.6904412013695538,0.9145059530464655,0.9752087557712402,0.8880326997083537,0.9260710956553155
109,0.9714515491782401,0.9101228106573445,0.5766778360207657,0.9159143658288499,0.7262127822028445,0.8953861307672477,0.6741233064241205,0.641687169836809,0.7577357125280357
110,0.6338453631829372,0.6620538444139229,0.7411344214026111,0.9602210207528094,0.9188078235541457,0.4012966030997112,0.8621716498622731,0.839854609732569,0.8543781319157673
111,0.9750174496010583,0.8947662454418224,0.7332009099928888,0.9173374368879852,0.6076643544463999,0.9518901042933995,0.7834455259008587,0.9141997940926504,0.9251191442930489
112,0.9559230034567011,0.9054464260647266,0.9578776933596875,0.8293534291767483,0.7711518907438266,0.7208822033892134,0.7309593411416672,0.898546675377498,0.9430248314300378
113,0.8966022750295526,0.892352289909702,0.6990651724432346,0.8737770862271265,0.8671662832454231,0.9758380183716233,0.8933881594940868,0.9312942342331154,0.9474326272028335
114,0.90749619853522,0.9429192978305134,0.8841559530486938,0.9446289351147305,0.9089661095455898,0.9756008627951058,0.8800551364003218,0.9023162439898099,0.9202461893206257
115,0.8971556980942353,0.8230747050653926,0.775233059003502,0.9271476345329345,0.9492081455855528,0.9105038232717856,0.9529670454519132,0.8257995479652895,0.9283066561958968
116,0.5924647762454012,0.767399597337875,0.7021153740540802,0.9061799171947312,0.3201841422961282,0.8920946032370254,0.9075660377259182,0.7432631535387576,0.5078636328901739
